property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathroom,bedroom
"Ground floor, 2.5 BHK behind Civil Station",1775117486,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', 'Ground floor, 2.5 BHK behind Civil Station']","{'amount': '28,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0frst9ak0une2-IN/image;s=850x0,"2.5 BHK, Ground floor on Monthly rent",Latha C Sridhar,"Calicut Civil Station, Kozhikode, Kerala",Houses & Villas,3,2
2 bhk fully furnished flat for rent at Eranjipalam,1764249747,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranjipalam', '2 bhk fully furnished flat for rent at Eranjipalam']","{'amount': '23,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lsuph41z4yen-IN/image;s=850x0,2BHK fully furnished flat for Sale at Eranjipalam ,Endless properties,"Eranjipalam, Kozhikode, Kerala",Apartments,2,2
1bhk fully furnished flat for rent at Thondayad bypass,1639836497,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk fully furnished flat for rent at Thondayad bypass']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/vqbbmqjizua32-IN/image;s=850x0,1bhk fully furnished flat for rent at Thondayad by,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,2,1
3 BHK LUXURY FURNISHED FLAT FOR RENT NEAR KARAPARAMBE,1774562100,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', '3 BHK LUXURY FURNISHED FLAT FOR RENT NEAR KARAPARAMBE']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/j4earm9d742j-IN/image;s=850x0,Branded flat for rent & sale available in Calicut,PROPERTY HUB,"Karaparamba, Kozhikode, Kerala",Apartments,3,3
1bhk luxury branded flat for rent near cyberpark calicut,1773178248,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk luxury branded flat for rent near cyberpark calicut']","{'amount': '23,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/lgm9i4yuck7l-IN/image;s=850x0,1bhk luxury branded flat for rent near cyberpark calicut,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Independent house,1773184153,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Puranattukara', 'For Rent: Houses & Apartments in Kaiparamba', 'Independent house']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/bipmumhaz5r41-IN/image;s=850x0,For Rent : An independent house in 13 cents about 1 km from Kaiparamba centre. Elegant looking house for comfortable living in an serene environment,Rekha Devan,"Kaiparamba, Puranattukara, Kerala",Houses & Villas,3,2
Brand New luxury furnished studio flat for rent near hilite mall,1711397744,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Brand New luxury furnished studio flat for rent near hilite mall']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ok4p78r1fszi3-IN/image;s=850x0,Brand New luxury furnished studio flat for rent near hilite mall,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,1,1
2 bhk Downstair House Rent,1774968559,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kottuli', '2 bhk Downstair House Rent']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mlhx90ukuxmb1-IN/image;s=850x0,"2 bhk Fully Furnished, Downstairs",D Real,"Kottuli, Kozhikode, Kerala",Houses & Villas,3,2
Thondayad Nr Star Care Hospital,1774205002,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Thondayad Nr Star Care Hospital']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9k1ap96s1brj1-IN/image;s=850x0,Adv   1  lakh,Manu,"Thondayad, Kozhikode, Kerala",Houses & Villas,2,3
LEASE (PANAYAM).,1774684330,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Nadakkavu', 'LEASE (PANAYAM).']","{'amount': '12,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/wndkic0kqgkd1-IN/image;s=850x0,"Good residential area, first floor, corporation water.",Miyaz,"West Nadakkavu, Kozhikode, Kerala",Houses & Villas,2,2
"3 BHK UNFURNISHED FLAT FOR RENT NEAR KARAPPARAMB, CALICUT",1775001909,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', '3 BHK UNFURNISHED FLAT FOR RENT NEAR KARAPPARAMB, CALICUT']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/12qyjo58g6l01-IN/image;s=850x0,"3 BHK UNFURNISHED FLAT FOR RENT NEAR KARAPPARAMB, CALICUT",EK properties,"Karaparamba, Kozhikode, Kerala",Builder Floors,3,3
2bhk semi furnished flat for rent calicut Lanmark trade centre,1593111598,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2bhk semi furnished flat for rent calicut Lanmark trade centre']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/65zffaftvs7d1-IN/image;s=850x0,2bhk semi furnished flat for rent at Calicut  landmark trade  centre ,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,2,2
2 bhk furnished flat near beach calicut,1775690486,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Beach', '2 bhk furnished flat near beach calicut']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2jjj1gnh880l3-IN/image;s=850x0,2 bhk furnished flat near beach calicut,Muneer..,"Calicut Beach, Kozhikode, Kerala",Apartments,2,2
DOUBLE STOREYED HOUSE FOR RENT MANAKVU CALICUT,1758159350,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'DOUBLE STOREYED HOUSE FOR RENT MANAKVU CALICUT']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4f7aw07rhkxl-IN/image;s=850x0,DOUBLE STOREYED HOUSE FOR RENT MANAKVU CALICUT,PARUDEESA PROPERTY,"Mankavu, Kozhikode, Kerala",Houses & Villas,3,4
2 BHK new apartment for rent near Pariyaram medical college &Ayurveda,1775474213,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Pariyaram', 'For Rent: Houses & Apartments in Narikode', '2 BHK new apartment for rent near Pariyaram medical college &Ayurveda']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/oqikfvb3ta5k3-IN/image;s=850x0,"2 BHK new apartment for rent, 500m from Pariyaram medical college, Ayurveda medical college. 1 km from Pilathara. All amenities like school and shops nearby. Calm and serene location.",Sreekanth,"Narikode, Pariyaram, Kerala",Apartments,2,2
House for rent,1775119617,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in East Hill', 'House for rent']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qkrejs0ro66u3-IN/image;s=850x0,"House for rent in calicut, easthill, westhill, nadakkavu, medical college, kunnamagalm for bachelor's, family, students",OLX User,"East Hill, Kozhikode, Kerala",Builder Floors,2,3
3bhk Luxury Branded fully furnished flat for rent at Thondayad Bypass,1639839990,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3bhk Luxury Branded fully furnished flat for rent at Thondayad Bypass']","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/5481pydgkiba3-IN/image;s=850x0,3bhk fully furnished flat for rent at Thondayad Bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
"4 Bhk Full Furnished, East Hill",1775510043,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in East Hill', '4 Bhk Full Furnished, East Hill']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0wmnqh6dn3hw2-IN/image;s=850x0,4 bhk for Rent ,D Real,"East Hill, Kozhikode, Kerala",Houses & Villas,4,4
GROUND FLOOR FOR RENT KALLAI KOZHIKODE,1728599813,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', 'GROUND FLOOR FOR RENT KALLAI KOZHIKODE']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dklbjoi9x3f1-IN/image;s=850x0,"TWO BEDROOM HALL KITCHEN ,GOOD WELL WATER ,CAR SITE",PARUDEESA PROPERTY,"Kovoor, Kozhikode, Kerala",Houses & Villas,2,2
"2 BHK FURNISHED FLAT FOR RENT THONDAYAD,CALICUT",1762006233,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '2 BHK FURNISHED FLAT FOR RENT THONDAYAD,CALICUT']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7n8o04bhr04a-IN/image;s=850x0,"2 BHK FURNISHED FLAT FOR RENT THONDAYAD,CALICUT ",EK properties,"Thondayad, Kozhikode, Kerala",Builder Floors,2,2
Semi furnished house for rent,1774839629,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kuttuli Kailkat Stream', 'Semi furnished house for rent']","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/iw4m9k6p6zp02-IN/image;s=850x0,A semi furnished house for rent,Megha,"Kuttuli Kailkat Stream, Kozhikode, Kerala",Houses & Villas,2,2
"3BHK Fully Furnished Flat For Rent at Eranjipalam, Calicut(mt)",1775197452,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranjipalam', '3BHK Fully Furnished Flat For Rent at Eranjipalam, Calicut(mt)']","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/wmcccy621f2a2-IN/image;s=850x0,Are you looking for a Branded  Flat ?,Big Deals,"Eranjipalam, Kozhikode, Kerala",Apartments,3,3
Elthuruth Collage Road 3 BHK For Rent,1770208427,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in Elthuruth', 'Elthuruth Collage Road 3 BHK For Rent']","{'amount': '15,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yo2hbsguiqeq3-IN/image;s=850x0,"3 BHK INDIVIDUAL HOUSE AVAILABLE WITH COVERED CAR PARKING, COMPOUND WALL,WELL, SUITABLE FOR FAMILY AT ELTHURUTH COLLEGE ROAD",Navin K.K,"Elthuruth, Thrissur, Kerala",Houses & Villas,3,3
**Luxury Apartment for Rent – Direct from Owner** AUGUST 2024 ownwards,1773811250,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '**Luxury Apartment for Rent – Direct from Owner** AUGUST 2024 ownwards']","{'amount': '40,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/l95d9gjqecra2-IN/image;s=850x0,**Luxury Apartment for Rent – Direct from Owner**,Fahad k,"Thondayad, Kozhikode, Kerala",Apartments,3,3
House for rent @ Eranhipalam Kozhikode,1765275563,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranjipalam', 'House for rent @ Eranhipalam Kozhikode']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/pslrqr4e518z1-IN/image;s=850x0,Near by Nadakkavu and civil station kozhikode,Sunil Kc,"Eranjipalam, Kozhikode, Kerala",Houses & Villas,2,2
പാറോപ്പടി ഭാഗത്തു 4ബെഡ്‌റൂം വീട് വാടകക്ക്,1764493157,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Paroppadi', 'പാറോപ്പടി ഭാഗത്തു 4ബെഡ്\u200cറൂം വീട് വാടകക്ക്']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/r94hal5plir52-IN/image;s=850x0,"ഇരിങ്ങാടൻപള്ളി, വെള്ളിമാട്ക്കുന്നു, കോവൂർ ഏരിയയിൽ 4ബെഡ്‌റൂം വീട് വാടകക്ക്",Vijesh K,"Paroppadi, Kozhikode, Kerala",Houses & Villas,4,4
"2BHK Independent house for rent at Areekkad, Calicut",1774812997,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Areekkad Nallalam', '2BHK Independent house for rent at Areekkad, Calicut']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/r8r5d8tg0g2c1-IN/image;s=850x0,2bhk independent house,PRINCE MDC,"Areekkad Nallalam, Kozhikode, Kerala",Houses & Villas,2,2
5BHK WITH 4 BATH ATTACHED,1774579384,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Krishnan Nair Road', '5BHK WITH 4 BATH ATTACHED']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/gqrlaicneiju3-IN/image;s=850x0,5BHK WITH 4 BATH ATTACHED,GREENVILLA,"Krishnan Nair Road, Kozhikode, Kerala",Houses & Villas,4+,4+
3bhk semi furnished flat for rent at Thondayad bypass,1639833782,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3bhk semi furnished flat for rent at Thondayad bypass']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/uwb7fkfuaahx2-IN/image;s=850x0,"Flat for rent at Landmark World 3bhk semi furnished flat Thondayad. 1700 Sq ft with Luxury    amenities for the comfort residents .It is close to the Nesto supermarket,mall, Education institutions and Hospitals.",FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
VILLA FOR LEASE - 5 BHK FULLY FURNISHED - NEAR MOOZHIKKAL,1565994807,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Moozhikal', 'VILLA FOR LEASE - 5 BHK FULLY FURNISHED - NEAR MOOZHIKKAL']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/jhaaxvl660cv2-IN/image;s=850x0,2130sqft. 5 BHK Independent fully furnished House in 6 cent for Lease,Naseem Rahman,"Moozhikal, Kozhikode, Kerala",Houses & Villas,4+,4+
3 bhk flat near chevayur 'medical college,1775290359,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', ""3 bhk flat near chevayur 'medical college""]","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dyo9eam245kf1-IN/image;s=850x0,3 bhk flat near chevayur 'medical college,Muneer..,"Chevayur, Kozhikode, Kerala",Apartments,3,3
Furnished / Semi furnished 2/3 Bedroom flats.,1569963250,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', 'Furnished / Semi furnished 2/3 Bedroom flats.']","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6zm9jwgjwu1c3-IN/image;s=850x0,1 bhk Methotutazam Furnished flat 20000 k adv 4 months ,Rajiv Nair,"Nadakkavu, Kozhikode, Kerala",Apartments,3,3
"RENT HOUSE  Ist Floor,",1749383684,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', 'RENT HOUSE  Ist Floor,']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/26tmcs0sij8n-IN/image;s=850x0,₹12500/-,RAJESH P.B,"Kovoor, Kozhikode, Kerala",Houses & Villas,2,2
